"Story","Title","Result","Date","Stability","Duration (s)"
"Como cliente de Bancolombia deseo realizar la simulacion de un credito de libre inversion","Simulacion de Credito de Libre Inversion con calculo de cuota mensual.","PENDING","2023-05-23T17:57:29.124465-05:00[America/Bogota]","0.0","51.2"
